"","item_name","group","subcategory","url","path","description","scrape_status"
"328","Green Titanite Shard","ITEMS","Ore","https://darksouls.wiki.fextralife.com/Green+Titanite+Shard","/Green+Titanite+Shard","Titanite shard for weapon reinforcement.Green titanite imbued with a special power.Reinforces magic, divine, fire weapons to +5. ""Titanite shards are fragments of the Legendary Slabs.Titanite is etched into weapons to reinforce.""","ok_blockquote"
"329","Large Titanite Shard","ITEMS","Ore","https://darksouls.wiki.fextralife.com/Large+Titanite+Shard","/Large+Titanite+Shard","Titanite shard for weapon reinforcement. Larger titanite material.Reinforces standard weapons to +10, and raw weapons to +5. Titanite shards are fragments of the Legendary Slabs. Titanite is etched into weapons to reinforce.","ok_blockquote"
"330","Red Titanite Chunk","ITEMS","Ore","https://darksouls.wiki.fextralife.com/Red+Titanite+Chunk","/Red+Titanite+Chunk","Titanite chunk for weapon reinforcement. Red titanite has powerful fire energy.Reinforces fire weapons to +9, and chaos weapons to +4.With the discovery of chunks in Lordran, the race to locate the Legendary Slabs has begun. But could they be mere myth","ok_blockquote"
"331","Red Titanite Slab","ITEMS","Ore","https://darksouls.wiki.fextralife.com/Red+Titanite+Slab","/Red+Titanite+Slab","Red titanite slab for weapon reinforcement. Legendary Slabs were the domain of the Gods. Reinforces fire weapons to +10, and chaos weapons to +5. Legendary Slabs are the heirlooms of a nameless blacksmith deity, who forged the weapons of other Gods. Weapons forged with this slab become rare legendary weapons.","ok_blockquote"
"332","Titanite Chunk","ITEMS","Ore","https://darksouls.wiki.fextralife.com/Titanite+Chunk","/Titanite+Chunk","Titanite chunk for weapon reinforcement. Not found outside of Lordran.Reinforces standard weapons to +14, and crystal, lightning weapons to +4.With the discovery of chunks in Lordran, the race to locate the Legendary Slabs has begun. But could they be mere myth","ok_blockquote"
"333","Titanite Shard","ITEMS","Ore","https://darksouls.wiki.fextralife.com/Titanite+Shard","/Titanite+Shard","Titanite shard for weapon reinforcement. Most common titanite material. Reinforces standard weapons to +5.Titanite shards are fragments of the Legendary Slabs. Titanite is etched into weapons to reinforce.","ok_blockquote"
"334","Titanite Slab","ITEMS","Ore","https://darksouls.wiki.fextralife.com/Titanite+Slab","/Titanite+Slab","Titanite slab for weapon reinforcement. Legendary Slabs were the domain of the Gods. Reinforces standard weapons to +15, and crystal or lightning weapons to +5. Legendary Slabs are the heirlooms of a nameless blacksmith deity, who forged the weapons of other Gods. Weapons forged with this slab become rare legendary weapons","ok_blockquote"
"335","Twinkling Titanite","ITEMS","Ore","https://darksouls.wiki.fextralife.com/Twinkling+Titanite","/Twinkling+Titanite","This weapon-reinforcing titanite is imbued with a particularly powerful energy.Reinforces weapons that cannot be reinforced normally to +5.After this titanite was peeled from its Slab, it is said that it received a special power, but its specific nature is not clear.","ok_blockquote"
"336","White Titanite Chunk","ITEMS","Ore","https://darksouls.wiki.fextralife.com/White+Titanite+Chunk","/White+Titanite+Chunk","Titanite chunk for weapon reinforcement.White titanite has powerful magic energy.Reinforces divine weapons to +9,and occult weapons to +4.With the discovery of chunks in Lordran,the race to locate the Legendary Slabshas begun. But could they be mere myth?","ok_blockquote"
"337","White Titanite Slab","ITEMS","Ore","https://darksouls.wiki.fextralife.com/White+Titanite+Slab","/White+Titanite+Slab","White titanite slab for weapon reinforcement. Legendary Slabs were the domain of the Gods.Reinforces divine weapons to +10, and occult weapons to +5. Legendary Slabs are the heirlooms of a nameless blacksmith deity, who forged the weapons of other Gods. Weapons forged with this slab become rare legendary weapons.","ok_blockquote"
"338","Alluring Skull","ITEMS","Projectiles","https://darksouls.wiki.fextralife.com/Alluring+Skull","/Alluring+Skull","A skull with meekly lingering souls. Throw to shatter and spread souls to attract certain types of enemiesSouls are a concentration of life, and the life-starved Hollows are lured by its power. Not effective for all enemies.","ok_blockquote"
"339","Black Firebomb","ITEMS","Projectiles","https://darksouls.wiki.fextralife.com/Black+Firebomb","/Black+Firebomb","Black bisque urn filled with black powder. Explodes, inflicting fire damage.Powerful ranged weapon, especially in situations called for fire damage. A very precious item at low levels.Black Firebombs are especially destructive.","ok_blockquote"
"340","Dung Pie","ITEMS","Projectiles","https://darksouls.wiki.fextralife.com/Dung+Pie","/Dung+Pie","Atrocious fecal waste material. Throw at enemy to build up toxins, but also builds up your toxicity.Although the stench makes it difficult to carry on one's person, turning an enemy toxic inflicts high damage over a period of time","ok_blockquote"
"341","Firebomb","ITEMS","Projectiles","https://darksouls.wiki.fextralife.com/Firebomb","/Firebomb","Bisque urn filled with black powder. Explodes, inflicting fire damage.Relatively powerful ranged weapon, especially in situations called for fire damage. A very precious item at low levels.Many warriors use these to augment their strategic repertoire","ok_blockquote"
"342","Lloyd's Talisman","ITEMS","Projectiles","https://darksouls.wiki.fextralife.com/Lloyd's+Talisman","/Lloyd's+Talisman","Talisman utilized by Allfather Lloyd's cleric knights to hunt down the Undead. Blocks Estus recovery within a limited area. In the outside world, the Undead are accursed creatures, and Lloyd's cleric knights are widely praised for their Undead hunts. This blessed talisman blocks Undead recovery, allowing the knights to fight with impunity.","ok_blockquote"
"343","Poison Throwing Knife","ITEMS","Projectiles","https://darksouls.wiki.fextralife.com/Poison+Throwing+Knife","/Poison+Throwing+Knife","Throwing Knife. Coated with poison.Throwing knives have limited range and accuracy compared to arrows, but offer a quick -and-easy ranged attack.When a foe is poisoned, it will continually take damage over a period of time.","ok_blockquote"
"344","Throwing Knife","ITEMS","Projectiles","https://darksouls.wiki.fextralife.com/Throwing+Knife","/Throwing+Knife","Throwing Knife. Used as a projectile.Throwing knives have limited range and accuracy compared to arrows, but offer a quick-and-easy ranged attack.Undead who lack other means of ranged attacks will do well to stock a few of them","ok_blockquote"
"345","Core of an Iron Golem","ITEMS","Souls","https://darksouls.wiki.fextralife.com/Core+of+an+Iron+Golem","/Core+of+an+Iron+Golem","Soul serving as the core of the Iron Golem, guardian of Sen's Fortress, and slayer of countless heroes seeking Anor Londo. Originally a bone of an everlasting dragon. Use to acquire a huge amount of souls, or to create a unique weapon.","ok_blockquote"
"346","Guardian Soul","ITEMS","Souls","https://darksouls.wiki.fextralife.com/Guardian+Soul","/Guardian+Soul","Soul of the white winged lion sanctuary watchkeeper, who dreaded the spread of the Abyss.The Guardian exhibited traits of several animals other than lions, suggesting that it was no ordinary beast, but rather closer to the beings known as Demons.","ok_blockquote"
"347","Large Soul of a Brave Warrior","ITEMS","Souls","https://darksouls.wiki.fextralife.com/Large+Soul+of+a+Brave+Warrior","/Large+Soul+of+a+Brave+Warrior","Large soul of a brave Undead warrior who has long ago gone Hollow. Use to acquire a large amount of souls.Souls are the source of all life, and whether Undead, or even Hollow, one continues to seek them","ok_blockquote"
"348","Large Soul of a Lost Undead","ITEMS","Souls","https://darksouls.wiki.fextralife.com/Large+Soul+of+a+Lost+Undead","/Large+Soul+of+a+Lost+Undead","Large soul of a lost Undead who has long ago gone Hollow. Use to acquire souls.Souls are the source of all life, and whether Undead, or even Hollow, one continues to seek them.","ok_blockquote"
"349","Large Soul of a Nameless Soldier","ITEMS","Souls","https://darksouls.wiki.fextralife.com/Large+Soul+of+a+Nameless+Soldier","/Large+Soul+of+a+Nameless+Soldier","Large soul of a nameless Undead soldier who has long ago gone Hollow. Use to acquire many souls.Souls are the source of all life, and whether Undead, or even Hollow, one continues to seek them.","ok_blockquote"
"350","Large Soul of a Proud Knight","ITEMS","Souls","https://darksouls.wiki.fextralife.com/Large+Soul+of+a+Proud+Knight","/Large+Soul+of+a+Proud+Knight","Large soul of a proud Undead knight who has long ago gone Hollow. Use to acquire many souls.Souls are the source of all life, and whether Undead, or even Hollow, one continues to seek them.","ok_blockquote"
"351","Soul of (Great Wolf) Sif","ITEMS","Souls","https://darksouls.wiki.fextralife.com/Soul+of+(Great+Wolf)+Sif","/Soul+of+(Great+Wolf)+Sif","Soul of Sif the Great Grey Wolf, who guards the grave of Artorias the Abysswalker. Special beings have special souls. Use the soul of Sif, who inherited the divine knightsword, to acquire a huge amount of souls, or to create a unique weapon.","ok_blockquote"
"352","Soul of Artorias","ITEMS","Souls","https://darksouls.wiki.fextralife.com/Soul+of+Artorias","/Soul+of+Artorias","Soul of Lord Gwyn's Knight Artorias, who was consumed by the Abyss.The Legend that Artorias repelled the Abyss only told half of the story.It seems that he was defeated, and his honor preserved, by some unsung hero, who is the true victor over the Abyss.","ok_blockquote"
"353","Soul of Gwyn, Lord of Cinder","ITEMS","Souls","https://darksouls.wiki.fextralife.com/Soul+of+Gwyn,+Lord+of+Cinder","/Soul+of+Gwyn,+Lord+of+Cinder","Soul of Gwyn, Lord of Sunlight and Cinder, who linked the First Flame.Lord Gwyn bequeathed most of his power to the Gods, and burned as a cinder for the First Flame, but even so, Lord Gwyn's soul is a powerful thing indeed.","ok_blockquote"
"354","Soul of Gwyndolin","ITEMS","Souls","https://darksouls.wiki.fextralife.com/Soul+of+Gwyndolin","/Soul+of+Gwyndolin","Soul of Darkmoon Gywndolin, god of the Dark Sun and guardian of deserted Anor Londo.Special beings have special souls. Use the soul of Gywn's lastborn to acquire a huge amount of souls, or to create a unique weapon.","ok_blockquote"
"355","Soul of Manus","ITEMS","Souls","https://darksouls.wiki.fextralife.com/Soul+of+Manus","/Soul+of+Manus","Soul of Manus, Father of the Abyss. This extraordinary soul is a viscous, lukewarm lump of gentle humanity.Ancient Manus was clearly once human. But he became the Father of the Abyss after his humanity went wild, eternally seeking his precious broken pendant.","ok_blockquote"
"356","Soul of Ornstein","ITEMS","Souls","https://darksouls.wiki.fextralife.com/Soul+of+Ornstein","/Soul+of+Ornstein","Soul of Ornstein, Dragonslayer Knight who guards the cathedral in the forsaken city of Anor Londo.Special beings have special souls. Lord Gywn granted this soul to his four most trusted knights. Use to acquire a huge amount of souls, or to create a unique weapon.","ok_blockquote"
"357","Soul of Priscilla","ITEMS","Souls","https://darksouls.wiki.fextralife.com/Soul+of+Priscilla","/Soul+of+Priscilla","Soul of Priscilla the Crossbreed, trapped inside the painted world of Ariamis. Special beings have special souls. Use the soul of this crossbreed bastard child and antithesis to all life to acquire a huge amount of souls, or to create a unique weapon.","ok_blockquote"
"358","Soul of Quelaag","ITEMS","Souls","https://darksouls.wiki.fextralife.com/soul+of+Quelaag","/soul+of+Quelaag","Soul of Quelaag, once daughter of the Witch of Izalith, but now a chaos demon. Special beings have special souls, and Quelaag's soul contains all aspects of Chaos. Use it to acquire a huge amount of souls, or to create a unique weapon.","ok_blockquote"
"359","Soul of Smough","ITEMS","Souls","https://darksouls.wiki.fextralife.com/Soul+of+Smough","/Soul+of+Smough","Soul of Smough the Executioner, who guards the cathedral in the forsaken city of Anor Londo. Special beings have special souls. Use the soul of this eerily gleeful executioner to acquire a huge amount of souls, or to create a unique weapon.","ok_blockquote"
"360","Soul of a Brave Warrior","ITEMS","Souls","https://darksouls.wiki.fextralife.com/Soul+of+a+Brave+Warrior","/Soul+of+a+Brave+Warrior","Soul of a brave Undead warrior who has long ago gone Hollow. Use to acquire a large amount of souls.Souls are the source of all life, and whether Undead, or even Hollow, one continues to seek them.","ok_blockquote"
"361","Soul of a Great Hero","ITEMS","Souls","https://darksouls.wiki.fextralife.com/Soul+of+a+Great+Hero","/Soul+of+a+Great+Hero","Great soul of a hero of legend who has long ago gone Hollow. Use to acquire an incredible amount of souls.Souls are the source of all life, and whether Undead, or even Hollow, one continues to seek them.","ok_blockquote"
"362","Soul of a Hero","ITEMS","Souls","https://darksouls.wiki.fextralife.com/Soul+of+a+Hero","/Soul+of+a+Hero","Soul of a hero of legend who has long ago gone Hollow. Use to acquire a large amount of souls.Souls are the source of all life, and whether Undead, or even Hollow, one continues to seek them.","ok_blockquote"
"363","Soul of a Lost Undead","ITEMS","Souls","https://darksouls.wiki.fextralife.com/Soul+of+a+Lost+Undead","/Soul+of+a+Lost+Undead","Soul of a lost Undead who has long ago gone Hollow. Use to acquire souls. Souls are the source of all life, and whether Undead, or even Hollow, one continues to seek them","ok_blockquote"
"364","Soul of a Nameless Soldier","ITEMS","Souls","https://darksouls.wiki.fextralife.com/Soul+of+a+Nameless+Soldier","/Soul+of+a+Nameless+Soldier","Soul of a nameless Undead soldier who has long ago gone Hollow. Use to acquire many souls.Souls are the source of all life, and whether Undead, or even Hollow, one continues to seek them.","ok_blockquote"
"365","Soul of a Proud Knight","ITEMS","Souls","https://darksouls.wiki.fextralife.com/Soul+of+a+Proud+Knight","/Soul+of+a+Proud+Knight","Soul of a proud Undead knight who has long ago gone Hollow Use to acquire many souls.Souls are the source of all life, and whether Undead, or even Hollow, one continues to seek them.","ok_blockquote"
"366","Soul of the Moonlight Butterfly","ITEMS","Souls","https://darksouls.wiki.fextralife.com/Soul+of+the+Moonlight+Butterfly","/Soul+of+the+Moonlight+Butterfly","Soul of the mystical Moonlight Butterfly, which flitters in the Darkroot Garden. Special beings have special souls. The butterfly's soul is a creation of Seath the Scaleless. Use to acquire a huge amount of souls, or to create a unique weapon.","ok_blockquote"
"367","Binoculars","ITEMS","Tools","https://darksouls.wiki.fextralife.com/Binoculars","/Binoculars","Binoculars made of Brass. Use to peer at distant scenery.This advanced device was built by a famous craftsman of Astora. Its utility is singular, but its applications many.The value of these specs depends greatly on the imagination of their owner","ok_blockquote"
"368","Black Eye Orb","ITEMS","Tools","https://darksouls.wiki.fextralife.com/Black+Eye+Orb","/Black+Eye+Orb","Mystical orb found on a Keeper's corpse.Invade the world of the murderer of a Fire Keeper, to defeat the perpetrator and reclaim the soul of the Fire Keeper.The Black Eye keeps constant watch on the city of the Gods, Anor Londo","ok_blockquote"
"369","Darksign","ITEMS","Tools","https://darksouls.wiki.fextralife.com/Darksign","/Darksign","The Darksign signifies an accursed Undead. Those branded with it are reborn after death, but will one day lose their mind and go hollow.Death triggers the Darksign, which returns its bearer to the last bonfire rested at, but at the cost of all humanity and souls.","ok_blockquote"
"370","Dragon Head Stone","ITEMS","Tools","https://darksouls.wiki.fextralife.com/Dragon+Head+Stone","/Dragon+Head+Stone","Stone imbued with the power of dragons. Rite of apostles of the ancient dragons. Gain head of dragon. Emit dragon breath.The dragon apostles seek ascendence of life itself, attainable by transformation into an ancient dragon.This rite is only one step, but it cannot be reversed until death","ok_blockquote"
"371","Dragon Torso Stone","ITEMS","Tools","https://darksouls.wiki.fextralife.com/Dragon+Torso+Stone","/Dragon+Torso+Stone","Stone imbued with the power of the dragons. Rite of apostles of the ancient dragons. Gain torso of dragon. Roar like a dragon.The dragon apostles seek transcendence of life itself, attainable by transformation into an ancient dragon. This rite is only one step, but it cannot be reversed until death","ok_blockquote"
"372","Silver Pendant","ITEMS","Tools","https://darksouls.wiki.fextralife.com/Silver+Pendant","/Silver+Pendant","""One of the ancient treasures of Anor Londo. Presented to Artorias for facing the Abyss.Effectively deflects the Dark of the Abyss, especially in its magic forms.""","ok_blockquote"
"373","Skull Lantern","ITEMS","Tools","https://darksouls.wiki.fextralife.com/Skull+Lantern","/Skull+Lantern","Skull Lantern of the Catacombs necromancer. Droops from his long beard locks. This lantern alights the Tomb of the Giants, Nito's light-devouring domain of death. Also serves as a fire damage strike weapon.","ok_blockquote"
"374","Copper Coin","ITEMS","Unequippable","https://darksouls.wiki.fextralife.com/Copper+Coin","/Copper+Coin","Coin made of copper. Its face shows an image of Old Man McLoyf, god of medicine and drink.Even coins of great value in the world of men have little value in Lordran, where the accepted currency is souls.Those who dream of returning to the outside world are fond of carrying these around","ok_blockquote"
"375","Gold Coin","ITEMS","Unequippable","https://darksouls.wiki.fextralife.com/Gold+Coin","/Gold+Coin","Coin made of gold, with Allfather Lloyd and his white halo shown on its face.Even coins of great value in the world of men have little value in Lordran, where the accepted currency is souls.Those who dream of returning to the outside world are fond of carrying these around.","ok_blockquote"
"376","Pendant","ITEMS","Unequippable","https://darksouls.wiki.fextralife.com/Pendant","/Pendant","A simple pendant with no effect. Even so, pleasant memories are crucial to survival on arduous journeys.""","ok_blockquote"
"377","Rubbish","ITEMS","Unequippable","https://darksouls.wiki.fextralife.com/Rubbish","/Rubbish","Rubbish with no value.Who in their right mind would bother carrying this around? Perhaps you need help.","ok_blockquote"
"378","Silver Coin","ITEMS","Unequippable","https://darksouls.wiki.fextralife.com/Silver+Coin","/Silver+Coin","Coin made of silver, with the portrait of the legendary Knight King Rendal on its face.Even coins of great value in the world of men have little value in Lordran, where the accepted currency is souls.Those who dream of returning to the outside world are fond of carrying these around","ok_blockquote"
"379","Bountiful Sunlight","MAGIC","Miracles","https://darksouls.wiki.fextralife.com/Bountiful+Sunlight","/Bountiful+Sunlight","Special miracle granted to the maidens of Gwynevere, Princess of the Sun. Gradual HP restoration for self and vicinity.The miracles of Gwynevere, the princess cherished by all, grant their blessing to a great many warriors.","ok_blockquote"
"380","Darkmoon Blade","MAGIC","Miracles","https://darksouls.wiki.fextralife.com/Darkmoon+Blade","/Darkmoon+Blade","Miracle granted to those bound by covenant to Gwyndolin, Lord Gwyn's lastborn. Boost right weapon with rays of Darkmoon. The power of the rays of the Darkmoon are manifested in vengeance, and the deeper the animus, the more devastating the attack.","ok_blockquote"
"381","Emit Force","MAGIC","Miracles","https://darksouls.wiki.fextralife.com/Emit+Force","/Emit+Force","Outland miracle, foreign to the Way of White. Emit Shockwave.Considered an alternative branching of Force. Emits an expanding shockwave orb.","ok_blockquote"
"382","Escape Death","MAGIC","Miracles","https://darksouls.wiki.fextralife.com/Escape+Death","/Escape+Death","Lost miracle, foreign to the Way of White. While active, no losses incurred upon death.The Way of White recognizes death itself, but admonishes the Undead. It is for this very reason that this miracle was lost..","ok_blockquote"
"383","Force","MAGIC","Miracles","https://darksouls.wiki.fextralife.com/Force","/Force","Common miracle among cleric knights. Create shockwave.This quickly-acting miracle inflicts no damage, but propels foes back and defends against arrows. Cleric knights use this miracle when charging into enemy mobs.","ok_blockquote"
"384","Gravelord Greatsword Dance","MAGIC","Miracles","https://darksouls.wiki.fextralife.com/Gravelord+Greatsword+Dance","/Gravelord+Greatsword+Dance","Miracle known only by the servants of the first dead, Gravelord Nito. Giant Gravelord swords jut out in vicinity.Many have died, and many eyes were claimed to realize the Greatsword Dance, a Gravelord ritual known only by his closest servants.","ok_blockquote"
"385","Gravelord Sword Dance","MAGIC","Miracles","https://darksouls.wiki.fextralife.com/Gravelord+Sword+Dance","/Gravelord+Sword+Dance","Miracle known only by the servants of the first dead, Gravelord Nito. Giant Gravelord swords jut out in vicinity.Nito sleeps deep within the Giant Catacombs, quietly overseeing all death, and waiting for his servants to usher in the Eye of Death.","ok_blockquote"
"386","Great Heal","MAGIC","Miracles","https://darksouls.wiki.fextralife.com/Great+Heal","/Great+Heal","Great miracle cast by advanced clerics. Restores high HP.Great Heal is a long tale, only learned by a select few. No caster will be disappointed by the bountiful life that it yields.","ok_blockquote"
"387","Great Heal Excerpt","MAGIC","Miracles","https://darksouls.wiki.fextralife.com/Great+Heal+Excerpt","/Great+Heal+Excerpt","Great miracle cast by advanced clerics. Restores high HP.Great Heal Excerpt borrows from only several verses of Great Heal. As a result, it can only be cast a stark few times.","ok_blockquote"
"388","Great Lightning Spear","MAGIC","Miracles","https://darksouls.wiki.fextralife.com/Great+Lightning+Spear","/Great+Lightning+Spear","Miracle passed down by those bound by the Warrior of Sunlight covenant. Hurl giant lightning spear.The weapon of the God of War, who inherited the sunlight of Lord Gwyn, but had respect only for arms, and nothing else.","ok_blockquote"
"389","Great Magic Barrier","MAGIC","Miracles","https://darksouls.wiki.fextralife.com/Great+Magic+Barrier","/Great+Magic+Barrier","Miracle of Bishop Havel the Rock. Cover body in powerful def. magic coating.Havel the Rock, an old battlefield compatriot of Lord Gwyn, was the sworn enemy of Seath the Scaleless. He despised magic, and made certain to devise means of counteraction.","ok_blockquote"
"390","Heal","MAGIC","Miracles","https://darksouls.wiki.fextralife.com/Heal","/Heal","Elementary miracle cast by clerics. Restores HP.To cast a miracle, the caster learns a tale of the Gods, and says a prayer to be blessed by its revelations.Heal is the shortest of such miraculous tales.","ok_blockquote"
"391","Homeward","MAGIC","Miracles","https://darksouls.wiki.fextralife.com/Homeward","/Homeward","Great miracle cast by advanced clerics. Return to the last bonfire rested at.Would normally link to one's homeland, only the curse of the Undead has distorted its power, redirecting casters to a bonfire.Or perhaps for Undead, this serves as home?","ok_blockquote"
"392","Karmic Justice","MAGIC","Miracles","https://darksouls.wiki.fextralife.com/Karmic+Justice","/Karmic+Justice","Miracle of the black-haired witch Velka. Temporary auto counter vs. heavy damage.For each sin there is a punishment, and it is the task of Goddess Velka to define the sin, and mete out the punishment.","ok_blockquote"
"393","Lightning Spear","MAGIC","Miracles","https://darksouls.wiki.fextralife.com/Lightning+Spear","/Lightning+Spear","Miracle passed down to those bound by the Warrior of Sunlight covenant. Hurl lightning spear.Lightning spears inflict rare lightning damage, and are very effective against magic, fire, and most of all, dragons.","ok_blockquote"
"394","Magic Barrier","MAGIC","Miracles","https://darksouls.wiki.fextralife.com/Magic+Barrier","/Magic+Barrier","Miracle of Bishop Havel the Rock. Cover body in defensive magic coating.This coating greatly boosts magic defense, assisting warriors who must face the magic which Bishop Havel countered so proficiently.","ok_blockquote"
"395","Replenishment","MAGIC","Miracles","https://darksouls.wiki.fextralife.com/Replenishment","/Replenishment","Common miracle amongst cleric knights. Gradual HP restoration.Beware of the cleric knight blessed by Replenishment, for he shall not fall easily.","ok_blockquote"
"396","Seek Guidance","MAGIC","Miracles","https://darksouls.wiki.fextralife.com/Seek+Guidance","/Seek+Guidance","Miracle of clerics on an Undead mission. Display more guidance from other worlds.Guidance facilitates communication between Undead, but their value varies greatly. A balance of faith and wisdom is required.","ok_blockquote"
"397","Soothing Sunlight","MAGIC","Miracles","https://darksouls.wiki.fextralife.com/Soothing+Sunlight","/Soothing+Sunlight","Special miracle granted to the maidens of Gwynevere, Princess of the Sun. Restores high HP for self and vicinity.The miracles of Gwynevere, the princess cherished by all, grant their blessing to a great many warriors.","ok_blockquote"
"398","Sunlight Blade","MAGIC","Miracles","https://darksouls.wiki.fextralife.com/Sunlight+Blade","/Sunlight+Blade","Miracle wielded by Lord Gwyn's firstborn. Boost right weapon with rays of Sun.The power of sunlight, manifested as lightning, is very effective against dragons. When the eldest son was stripped of his deific status, he left this on his father's coffin, perhaps as a final farewell.","ok_blockquote"
"399","Sunlight Spear","MAGIC","Miracles","https://darksouls.wiki.fextralife.com/Sunlight+Spear","/Sunlight+Spear","Miracle born from the fading soul of Gwyn. Hurl sunlight spear.In the war that marked the dawn of the Age of Fire, Gwyn wielded these rays of sunlight, which remains fierce even as they fade.","ok_blockquote"
"400","Tranquil Walk of Peace","MAGIC","Miracles","https://darksouls.wiki.fextralife.com/Tranquil+Walk+of+Peace","/Tranquil+Walk+of+Peace","Outland miracle, foreign to the Way of White. Slows all walking within effect area.This miracle is normally used to flee, as it slows walking but does not affect attacks, but nevertheless defines peace perfectly.","ok_blockquote"
"401","Vow of Silence","MAGIC","Miracles","https://darksouls.wiki.fextralife.com/Vow+of+Silence","/Vow+of+Silence","Secret rite of the black-haired witch Velka. Prevents casting of magic within effect area.Velka, the Goddess of Sin, is a rogue deity, but she is versed in arts both new and old, and is considered to have a great range of influence even as gods are concerned.","ok_blockquote"
"402","Wrath of the Gods","MAGIC","Miracles","https://darksouls.wiki.fextralife.com/Wrath+of+the+Gods","/Wrath+of+the+Gods","Primal form of Force. Create powerful shockwave.Wrath of the Gods was an epic tale that tattered over time and developed into the modern Force. This primal form of Force emits a shockwave that also inflicts damage.","ok_blockquote"
"403","Acid Surge","MAGIC","Pyromancies","https://darksouls.wiki.fextralife.com/Acid+Surge","/Acid+Surge","Pyromancy foreign to the Great Swamp. Emit acid which corrodes weapons and armor.Not all pyromancy originates in the Great Swamp. One hears rumors of unknown pyromancers inhabiting various lands, and this spell is the work of one such outlander.","ok_blockquote"
"404","Black Flame","MAGIC","Pyromancies","https://darksouls.wiki.fextralife.com/Black+Flame","/Black+Flame","A Pyromancy discovered from the Dark Abyss by a pyromancer who wandered into Oolacile. Conjure a great flame into one's palm.Black Flames are weighty and cause Physical damage. Enough to smack away the mightiest of shields.","ok_blockquote"
"405","Chaos Fire Whip","MAGIC","Pyromancies","https://darksouls.wiki.fextralife.com/Chaos+Fire+Whip","/Chaos+Fire+Whip","Art of the Flame of Chaos, which engulfed the Witch of Izalith and her daughters.Sweep foes with chaos fire whip which changes strength depending on humanity.The fire whip was wielded by the eldest of the Daughters of Chaos.","ok_blockquote"
"406","Chaos Storm","MAGIC","Pyromancies","https://darksouls.wiki.fextralife.com/Chaos+Storm","/Chaos+Storm","Art of the Flame of Chaos, which engulfed the Witch of Izalith and her daughters.Erect localized chaos fire pillars which change strength depending on humanity.The Witch of Izalith, in an ambitious attempt to copy the First Flame, created instead the Flame of Chaos, a twisted bed of life.","ok_blockquote"
"407","Combustion","MAGIC","Pyromancies","https://darksouls.wiki.fextralife.com/Combustion","/Combustion","Elementary pyromancy. Create powerful flame in hand.One of the most basic pyromancies. For this very reason, the flame thus created is fierce.","ok_blockquote"
"408","Fire Orb","MAGIC","Pyromancies","https://darksouls.wiki.fextralife.com/Fire+Orb","/Fire+Orb","Pyromancy which improves upon Fireball. Hurl fire orb.The flaming fire orb explodes upon impact, causing fire splash damage in a spectacle which seems to symbolize the strength of the fire-manipulating pyromancers.","ok_blockquote"
"409","Fire Surge","MAGIC","Pyromancies","https://darksouls.wiki.fextralife.com/Fire+Surge","/Fire+Surge","Pyromancy foreign to the Great Swamp. Create a surge of flame from palm of hand.Not all pyromancy originates in the Great Swamp. One hears rumors of unknown pyromancers inhabiting various lands, and this spell is the work of one such outlander.","ok_blockquote"
"410","Fire Tempest","MAGIC","Pyromancies","https://darksouls.wiki.fextralife.com/Fire+Tempest","/Fire+Tempest","Primal pyromancy of Quelana of Izalith. Erect giant fire pillars in vicinity.The tempestuous raging flames resemble those summoned by the Daughters of Chaos when they challenged the ancient dragons and scorched the very earth.","ok_blockquote"
"411","Fire Whip","MAGIC","Pyromancies","https://darksouls.wiki.fextralife.com/Fire+Whip","/Fire+Whip","Primal pyromancy taught by Quelana of Izalith. Sweep foes with fire whip.The root pyromancy of Combustion, but much more difficult to wield.","ok_blockquote"
"412","Fireball","MAGIC","Pyromancies","https://darksouls.wiki.fextralife.com/Fireball","/Fireball","Standard pyromancy of the Great Swamp. Hurl fireball.The fire damage caused by fireballs makes them effective against corporeal beasts and Undead, who by nature fear flame.","ok_blockquote"
"413","Firestorm","MAGIC","Pyromancies","https://darksouls.wiki.fextralife.com/Firestorm","/Firestorm","Primal pyromancy taught by Quelana of Izalith. Erect fire pillars in vicinity.The storm of flame is indiscriminate, and incinerates all nearby life.","ok_blockquote"
"414","Flash Sweat","MAGIC","Pyromancies","https://darksouls.wiki.fextralife.com/Flash+Sweat","/Flash+Sweat","Pyromancy of Carmina, who harnessed the power of flame to actualize the inner-self. Intense sweating reduces flame damage.Carmina, the most accomplished pupil of Salaman the Master Pyromancer, pioneered new directions for the art of pyromancy.","ok_blockquote"
"415","Great Chaos Fireball","MAGIC","Pyromancies","https://darksouls.wiki.fextralife.com/Great+Chaos+Fireball","/Great+Chaos+Fireball","Art of the Flame of Chaos, which engulfed the Witch of Izalith and her daughters.The Flame of Chaos can melt stone, producing a short-lived lava glob.","ok_blockquote"
"416","Great Combustion","MAGIC","Pyromancies","https://darksouls.wiki.fextralife.com/Great+Combustion","/Great+Combustion","Pyromancy which improves upon Combustion. Create powerful, giant flame in hand.Great Combustion creates a powerful flame, but many sorcerers mock the simplicity of this spell.","ok_blockquote"
"417","Great Fireball","MAGIC","Pyromancies","https://darksouls.wiki.fextralife.com/Great+Fireball","/Great+Fireball","Ultimate fireball pyromancy. Hurl a giant fireball.Salaman the Master Pyromancer, also called the Great Fireball after this spell, believed pyromancy was rooted in an adoration of fire. Those who acquire this spell usually agree.","ok_blockquote"
